duration_us,method,draw_id,role,image_q,seed
350,dpfi,48,atom_v,15,20260818:4515:350:2:48:2:15
350,dpfi,49,blank_h,0,20260818:4515:350:2:49:3:0
350,dpfi,49,blank_v,0,20260818:4515:350:2:49:4:0
350,dpfi,49,dark_h,0,20260818:4515:350:2:49:5:0
350,dpfi,49,dark_v,0,20260818:4515:350:2:49:6:0
350,dpfi,49,atom_h,1,20260818:4515:350:2:49:1:1
350,dpfi,49,atom_v,1,20260818:4515:350:2:49:2:1
350,dpfi,49,atom_h,2,20260818:4515:350:2:49:1:2
350,dpfi,49,atom_v,2,20260818:4515:350:2:49:2:2
350,dpfi,49,atom_h,3,20260818:4515:350:2:49:1:3
350,dpfi,49,atom_v,3,20260818:4515:350:2:49:2:3
350,dpfi,49,atom_h,4,20260818:4515:350:2:49:1:4
350,dpfi,49,atom_v,4,20260818:4515:350:2:49:2:4
350,dpfi,49,atom_h,5,20260818:4515:350:2:49:1:5
350,dpfi,49,atom_v,5,20260818:4515:350:2:49:2:5
350,dpfi,49,atom_h,6,20260818:4515:350:2:49:1:6
350,dpfi,49,atom_v,6,20260818:4515:350:2:49:2:6
350,dpfi,49,atom_h,7,20260818:4515:350:2:49:1:7
350,dpfi,49,atom_v,7,20260818:4515:350:2:49:2:7
350,dpfi,49,atom_h,8,20260818:4515:350:2:49:1:8
350,dpfi,49,atom_v,8,20260818:4515:350:2:49:2:8
350,dpfi,49,atom_h,9,20260818:4515:350:2:49:1:9
350,dpfi,49,atom_v,9,20260818:4515:350:2:49:2:9
350,dpfi,49,atom_h,10,20260818:4515:350:2:49:1:10
350,dpfi,49,atom_v,10,20260818:4515:350:2:49:2:10
350,dpfi,49,atom_h,11,20260818:4515:350:2:49:1:11
350,dpfi,49,atom_v,11,20260818:4515:350:2:49:2:11
350,dpfi,49,atom_h,12,20260818:4515:350:2:49:1:12
350,dpfi,49,atom_v,12,20260818:4515:350:2:49:2:12
350,dpfi,49,atom_h,13,20260818:4515:350:2:49:1:13
350,dpfi,49,atom_v,13,20260818:4515:350:2:49:2:13
350,dpfi,49,atom_h,14,20260818:4515:350:2:49:1:14
350,dpfi,49,atom_v,14,20260818:4515:350:2:49:2:14
350,dpfi,49,atom_h,15,20260818:4515:350:2:49:1:15
350,dpfi,49,atom_v,15,20260818:4515:350:2:49:2:15
350,dpfi,50,blank_h,0,20260818:4515:350:2:50:3:0
350,dpfi,50,blank_v,0,20260818:4515:350:2:50:4:0
350,dpfi,50,dark_h,0,20260818:4515:350:2:50:5:0
350,dpfi,50,dark_v,0,20260818:4515:350:2:50:6:0
350,dpfi,50,atom_h,1,20260818:4515:350:2:50:1:1
350,dpfi,50,atom_v,1,20260818:4515:350:2:50:2:1
350,dpfi,50,atom_h,2,20260818:4515:350:2:50:1:2
350,dpfi,50,atom_v,2,20260818:4515:350:2:50:2:2
350,dpfi,50,atom_h,3,20260818:4515:350:2:50:1:3
350,dpfi,50,atom_v,3,20260818:4515:350:2:50:2:3
350,dpfi,50,atom_h,4,20260818:4515:350:2:50:1:4
350,dpfi,50,atom_v,4,20260818:4515:350:2:50:2:4
350,dpfi,50,atom_h,5,20260818:4515:350:2:50:1:5
350,dpfi,50,atom_v,5,20260818:4515:350:2:50:2:5
350,dpfi,50,atom_h,6,20260818:4515:350:2:50:1:6
350,dpfi,50,atom_v,6,20260818:4515:350:2:50:2:6
350,dpfi,50,atom_h,7,20260818:4515:350:2:50:1:7
350,dpfi,50,atom_v,7,20260818:4515:350:2:50:2:7
350,dpfi,50,atom_h,8,20260818:4515:350:2:50:1:8
350,dpfi,50,atom_v,8,20260818:4515:350:2:50:2:8
350,dpfi,50,atom_h,9,20260818:4515:350:2:50:1:9
350,dpfi,50,atom_v,9,20260818:4515:350:2:50:2:9
350,dpfi,50,atom_h,10,20260818:4515:350:2:50:1:10
350,dpfi,50,atom_v,10,20260818:4515:350:2:50:2:10
350,dpfi,50,atom_h,11,20260818:4515:350:2:50:1:11
350,dpfi,50,atom_v,11,20260818:4515:350:2:50:2:11
350,dpfi,50,atom_h,12,20260818:4515:350:2:50:1:12
350,dpfi,50,atom_v,12,20260818:4515:350:2:50:2:12
350,dpfi,50,atom_h,13,20260818:4515:350:2:50:1:13
350,dpfi,50,atom_v,13,20260818:4515:350:2:50:2:13
350,dpfi,50,atom_h,14,20260818:4515:350:2:50:1:14
350,dpfi,50,atom_v,14,20260818:4515:350:2:50:2:14
350,dpfi,50,atom_h,15,20260818:4515:350:2:50:1:15
350,dpfi,50,atom_v,15,20260818:4515:350:2:50:2:15
350,dpfi,51,blank_h,0,20260818:4515:350:2:51:3:0
350,dpfi,51,blank_v,0,20260818:4515:350:2:51:4:0
350,dpfi,51,dark_h,0,20260818:4515:350:2:51:5:0
350,dpfi,51,dark_v,0,20260818:4515:350:2:51:6:0
350,dpfi,51,atom_h,1,20260818:4515:350:2:51:1:1
350,dpfi,51,atom_v,1,20260818:4515:350:2:51:2:1
350,dpfi,51,atom_h,2,20260818:4515:350:2:51:1:2
350,dpfi,51,atom_v,2,20260818:4515:350:2:51:2:2
350,dpfi,51,atom_h,3,20260818:4515:350:2:51:1:3
350,dpfi,51,atom_v,3,20260818:4515:350:2:51:2:3
350,dpfi,51,atom_h,4,20260818:4515:350:2:51:1:4
350,dpfi,51,atom_v,4,20260818:4515:350:2:51:2:4
350,dpfi,51,atom_h,5,20260818:4515:350:2:51:1:5
350,dpfi,51,atom_v,5,20260818:4515:350:2:51:2:5
350,dpfi,51,atom_h,6,20260818:4515:350:2:51:1:6
350,dpfi,51,atom_v,6,20260818:4515:350:2:51:2:6
350,dpfi,51,atom_h,7,20260818:4515:350:2:51:1:7
350,dpfi,51,atom_v,7,20260818:4515:350:2:51:2:7
350,dpfi,51,atom_h,8,20260818:4515:350:2:51:1:8
350,dpfi,51,atom_v,8,20260818:4515:350:2:51:2:8
350,dpfi,51,atom_h,9,20260818:4515:350:2:51:1:9
350,dpfi,51,atom_v,9,20260818:4515:350:2:51:2:9
350,dpfi,51,atom_h,10,20260818:4515:350:2:51:1:10
350,dpfi,51,atom_v,10,20260818:4515:350:2:51:2:10
350,dpfi,51,atom_h,11,20260818:4515:350:2:51:1:11
350,dpfi,51,atom_v,11,20260818:4515:350:2:51:2:11
350,dpfi,51,atom_h,12,20260818:4515:350:2:51:1:12
350,dpfi,51,atom_v,12,20260818:4515:350:2:51:2:12
350,dpfi,51,atom_h,13,20260818:4515:350:2:51:1:13
350,dpfi,51,atom_v,13,20260818:4515:350:2:51:2:13
350,dpfi,51,atom_h,14,20260818:4515:350:2:51:1:14
350,dpfi,51,atom_v,14,20260818:4515:350:2:51:2:14
350,dpfi,51,atom_h,15,20260818:4515:350:2:51:1:15
350,dpfi,51,atom_v,15,20260818:4515:350:2:51:2:15
350,dpfi,52,blank_h,0,20260818:4515:350:2:52:3:0
350,dpfi,52,blank_v,0,20260818:4515:350:2:52:4:0
350,dpfi,52,dark_h,0,20260818:4515:350:2:52:5:0
350,dpfi,52,dark_v,0,20260818:4515:350:2:52:6:0
350,dpfi,52,atom_h,1,20260818:4515:350:2:52:1:1
350,dpfi,52,atom_v,1,20260818:4515:350:2:52:2:1
350,dpfi,52,atom_h,2,20260818:4515:350:2:52:1:2
350,dpfi,52,atom_v,2,20260818:4515:350:2:52:2:2
350,dpfi,52,atom_h,3,20260818:4515:350:2:52:1:3
350,dpfi,52,atom_v,3,20260818:4515:350:2:52:2:3
350,dpfi,52,atom_h,4,20260818:4515:350:2:52:1:4
350,dpfi,52,atom_v,4,20260818:4515:350:2:52:2:4
350,dpfi,52,atom_h,5,20260818:4515:350:2:52:1:5
350,dpfi,52,atom_v,5,20260818:4515:350:2:52:2:5
350,dpfi,52,atom_h,6,20260818:4515:350:2:52:1:6
350,dpfi,52,atom_v,6,20260818:4515:350:2:52:2:6
350,dpfi,52,atom_h,7,20260818:4515:350:2:52:1:7
350,dpfi,52,atom_v,7,20260818:4515:350:2:52:2:7
350,dpfi,52,atom_h,8,20260818:4515:350:2:52:1:8
350,dpfi,52,atom_v,8,20260818:4515:350:2:52:2:8
350,dpfi,52,atom_h,9,20260818:4515:350:2:52:1:9
350,dpfi,52,atom_v,9,20260818:4515:350:2:52:2:9
350,dpfi,52,atom_h,10,20260818:4515:350:2:52:1:10
350,dpfi,52,atom_v,10,20260818:4515:350:2:52:2:10
350,dpfi,52,atom_h,11,20260818:4515:350:2:52:1:11
350,dpfi,52,atom_v,11,20260818:4515:350:2:52:2:11
350,dpfi,52,atom_h,12,20260818:4515:350:2:52:1:12
350,dpfi,52,atom_v,12,20260818:4515:350:2:52:2:12
350,dpfi,52,atom_h,13,20260818:4515:350:2:52:1:13
350,dpfi,52,atom_v,13,20260818:4515:350:2:52:2:13
350,dpfi,52,atom_h,14,20260818:4515:350:2:52:1:14
350,dpfi,52,atom_v,14,20260818:4515:350:2:52:2:14
350,dpfi,52,atom_h,15,20260818:4515:350:2:52:1:15
350,dpfi,52,atom_v,15,20260818:4515:350:2:52:2:15
350,dpfi,53,blank_h,0,20260818:4515:350:2:53:3:0
350,dpfi,53,blank_v,0,20260818:4515:350:2:53:4:0
350,dpfi,53,dark_h,0,20260818:4515:350:2:53:5:0
350,dpfi,53,dark_v,0,20260818:4515:350:2:53:6:0
350,dpfi,53,atom_h,1,20260818:4515:350:2:53:1:1
350,dpfi,53,atom_v,1,20260818:4515:350:2:53:2:1
350,dpfi,53,atom_h,2,20260818:4515:350:2:53:1:2
350,dpfi,53,atom_v,2,20260818:4515:350:2:53:2:2
350,dpfi,53,atom_h,3,20260818:4515:350:2:53:1:3
350,dpfi,53,atom_v,3,20260818:4515:350:2:53:2:3
350,dpfi,53,atom_h,4,20260818:4515:350:2:53:1:4
350,dpfi,53,atom_v,4,20260818:4515:350:2:53:2:4
350,dpfi,53,atom_h,5,20260818:4515:350:2:53:1:5
350,dpfi,53,atom_v,5,20260818:4515:350:2:53:2:5
350,dpfi,53,atom_h,6,20260818:4515:350:2:53:1:6
350,dpfi,53,atom_v,6,20260818:4515:350:2:53:2:6
350,dpfi,53,atom_h,7,20260818:4515:350:2:53:1:7
350,dpfi,53,atom_v,7,20260818:4515:350:2:53:2:7
350,dpfi,53,atom_h,8,20260818:4515:350:2:53:1:8
350,dpfi,53,atom_v,8,20260818:4515:350:2:53:2:8
350,dpfi,53,atom_h,9,20260818:4515:350:2:53:1:9
350,dpfi,53,atom_v,9,20260818:4515:350:2:53:2:9
350,dpfi,53,atom_h,10,20260818:4515:350:2:53:1:10
350,dpfi,53,atom_v,10,20260818:4515:350:2:53:2:10
350,dpfi,53,atom_h,11,20260818:4515:350:2:53:1:11
350,dpfi,53,atom_v,11,20260818:4515:350:2:53:2:11
350,dpfi,53,atom_h,12,20260818:4515:350:2:53:1:12
350,dpfi,53,atom_v,12,20260818:4515:350:2:53:2:12
350,dpfi,53,atom_h,13,20260818:4515:350:2:53:1:13
350,dpfi,53,atom_v,13,20260818:4515:350:2:53:2:13
350,dpfi,53,atom_h,14,20260818:4515:350:2:53:1:14
350,dpfi,53,atom_v,14,20260818:4515:350:2:53:2:14
350,dpfi,53,atom_h,15,20260818:4515:350:2:53:1:15
350,dpfi,53,atom_v,15,20260818:4515:350:2:53:2:15
350,dpfi,54,blank_h,0,20260818:4515:350:2:54:3:0
350,dpfi,54,blank_v,0,20260818:4515:350:2:54:4:0
350,dpfi,54,dark_h,0,20260818:4515:350:2:54:5:0
350,dpfi,54,dark_v,0,20260818:4515:350:2:54:6:0
350,dpfi,54,atom_h,1,20260818:4515:350:2:54:1:1
350,dpfi,54,atom_v,1,20260818:4515:350:2:54:2:1
350,dpfi,54,atom_h,2,20260818:4515:350:2:54:1:2
350,dpfi,54,atom_v,2,20260818:4515:350:2:54:2:2
350,dpfi,54,atom_h,3,20260818:4515:350:2:54:1:3
350,dpfi,54,atom_v,3,20260818:4515:350:2:54:2:3
350,dpfi,54,atom_h,4,20260818:4515:350:2:54:1:4
350,dpfi,54,atom_v,4,20260818:4515:350:2:54:2:4
350,dpfi,54,atom_h,5,20260818:4515:350:2:54:1:5
350,dpfi,54,atom_v,5,20260818:4515:350:2:54:2:5
350,dpfi,54,atom_h,6,20260818:4515:350:2:54:1:6
350,dpfi,54,atom_v,6,20260818:4515:350:2:54:2:6
350,dpfi,54,atom_h,7,20260818:4515:350:2:54:1:7
350,dpfi,54,atom_v,7,20260818:4515:350:2:54:2:7
350,dpfi,54,atom_h,8,20260818:4515:350:2:54:1:8
350,dpfi,54,atom_v,8,20260818:4515:350:2:54:2:8
350,dpfi,54,atom_h,9,20260818:4515:350:2:54:1:9
350,dpfi,54,atom_v,9,20260818:4515:350:2:54:2:9
350,dpfi,54,atom_h,10,20260818:4515:350:2:54:1:10
350,dpfi,54,atom_v,10,20260818:4515:350:2:54:2:10
350,dpfi,54,atom_h,11,20260818:4515:350:2:54:1:11
350,dpfi,54,atom_v,11,20260818:4515:350:2:54:2:11
350,dpfi,54,atom_h,12,20260818:4515:350:2:54:1:12
350,dpfi,54,atom_v,12,20260818:4515:350:2:54:2:12
350,dpfi,54,atom_h,13,20260818:4515:350:2:54:1:13
350,dpfi,54,atom_v,13,20260818:4515:350:2:54:2:13
350,dpfi,54,atom_h,14,20260818:4515:350:2:54:1:14
350,dpfi,54,atom_v,14,20260818:4515:350:2:54:2:14
350,dpfi,54,atom_h,15,20260818:4515:350:2:54:1:15
350,dpfi,54,atom_v,15,20260818:4515:350:2:54:2:15
350,dpfi,55,blank_h,0,20260818:4515:350:2:55:3:0
350,dpfi,55,blank_v,0,20260818:4515:350:2:55:4:0
350,dpfi,55,dark_h,0,20260818:4515:350:2:55:5:0
350,dpfi,55,dark_v,0,20260818:4515:350:2:55:6:0
350,dpfi,55,atom_h,1,20260818:4515:350:2:55:1:1
350,dpfi,55,atom_v,1,20260818:4515:350:2:55:2:1
350,dpfi,55,atom_h,2,20260818:4515:350:2:55:1:2
350,dpfi,55,atom_v,2,20260818:4515:350:2:55:2:2
350,dpfi,55,atom_h,3,20260818:4515:350:2:55:1:3
350,dpfi,55,atom_v,3,20260818:4515:350:2:55:2:3
350,dpfi,55,atom_h,4,20260818:4515:350:2:55:1:4
350,dpfi,55,atom_v,4,20260818:4515:350:2:55:2:4
350,dpfi,55,atom_h,5,20260818:4515:350:2:55:1:5
350,dpfi,55,atom_v,5,20260818:4515:350:2:55:2:5
350,dpfi,55,atom_h,6,20260818:4515:350:2:55:1:6
350,dpfi,55,atom_v,6,20260818:4515:350:2:55:2:6
350,dpfi,55,atom_h,7,20260818:4515:350:2:55:1:7
350,dpfi,55,atom_v,7,20260818:4515:350:2:55:2:7
350,dpfi,55,atom_h,8,20260818:4515:350:2:55:1:8
350,dpfi,55,atom_v,8,20260818:4515:350:2:55:2:8
350,dpfi,55,atom_h,9,20260818:4515:350:2:55:1:9
350,dpfi,55,atom_v,9,20260818:4515:350:2:55:2:9
350,dpfi,55,atom_h,10,20260818:4515:350:2:55:1:10
350,dpfi,55,atom_v,10,20260818:4515:350:2:55:2:10
350,dpfi,55,atom_h,11,20260818:4515:350:2:55:1:11
350,dpfi,55,atom_v,11,20260818:4515:350:2:55:2:11
350,dpfi,55,atom_h,12,20260818:4515:350:2:55:1:12
350,dpfi,55,atom_v,12,20260818:4515:350:2:55:2:12
350,dpfi,55,atom_h,13,20260818:4515:350:2:55:1:13
350,dpfi,55,atom_v,13,20260818:4515:350:2:55:2:13
350,dpfi,55,atom_h,14,20260818:4515:350:2:55:1:14
350,dpfi,55,atom_v,14,20260818:4515:350:2:55:2:14
350,dpfi,55,atom_h,15,20260818:4515:350:2:55:1:15
350,dpfi,55,atom_v,15,20260818:4515:350:2:55:2:15
350,dpfi,56,blank_h,0,20260818:4515:350:2:56:3:0
350,dpfi,56,blank_v,0,20260818:4515:350:2:56:4:0
350,dpfi,56,dark_h,0,20260818:4515:350:2:56:5:0
350,dpfi,56,dark_v,0,20260818:4515:350:2:56:6:0
350,dpfi,56,atom_h,1,20260818:4515:350:2:56:1:1
350,dpfi,56,atom_v,1,20260818:4515:350:2:56:2:1
350,dpfi,56,atom_h,2,20260818:4515:350:2:56:1:2
350,dpfi,56,atom_v,2,20260818:4515:350:2:56:2:2
350,dpfi,56,atom_h,3,20260818:4515:350:2:56:1:3
350,dpfi,56,atom_v,3,20260818:4515:350:2:56:2:3
350,dpfi,56,atom_h,4,20260818:4515:350:2:56:1:4
350,dpfi,56,atom_v,4,20260818:4515:350:2:56:2:4
350,dpfi,56,atom_h,5,20260818:4515:350:2:56:1:5
350,dpfi,56,atom_v,5,20260818:4515:350:2:56:2:5
350,dpfi,56,atom_h,6,20260818:4515:350:2:56:1:6
350,dpfi,56,atom_v,6,20260818:4515:350:2:56:2:6
350,dpfi,56,atom_h,7,20260818:4515:350:2:56:1:7
350,dpfi,56,atom_v,7,20260818:4515:350:2:56:2:7
350,dpfi,56,atom_h,8,20260818:4515:350:2:56:1:8
350,dpfi,56,atom_v,8,20260818:4515:350:2:56:2:8
350,dpfi,56,atom_h,9,20260818:4515:350:2:56:1:9
350,dpfi,56,atom_v,9,20260818:4515:350:2:56:2:9
350,dpfi,56,atom_h,10,20260818:4515:350:2:56:1:10
350,dpfi,56,atom_v,10,20260818:4515:350:2:56:2:10
350,dpfi,56,atom_h,11,20260818:4515:350:2:56:1:11
350,dpfi,56,atom_v,11,20260818:4515:350:2:56:2:11
350,dpfi,56,atom_h,12,20260818:4515:350:2:56:1:12
350,dpfi,56,atom_v,12,20260818:4515:350:2:56:2:12
350,dpfi,56,atom_h,13,20260818:4515:350:2:56:1:13
350,dpfi,56,atom_v,13,20260818:4515:350:2:56:2:13
350,dpfi,56,atom_h,14,20260818:4515:350:2:56:1:14
350,dpfi,56,atom_v,14,20260818:4515:350:2:56:2:14
350,dpfi,56,atom_h,15,20260818:4515:350:2:56:1:15
350,dpfi,56,atom_v,15,20260818:4515:350:2:56:2:15
350,dpfi,57,blank_h,0,20260818:4515:350:2:57:3:0
350,dpfi,57,blank_v,0,20260818:4515:350:2:57:4:0
350,dpfi,57,dark_h,0,20260818:4515:350:2:57:5:0
350,dpfi,57,dark_v,0,20260818:4515:350:2:57:6:0
350,dpfi,57,atom_h,1,20260818:4515:350:2:57:1:1
350,dpfi,57,atom_v,1,20260818:4515:350:2:57:2:1
350,dpfi,57,atom_h,2,20260818:4515:350:2:57:1:2
350,dpfi,57,atom_v,2,20260818:4515:350:2:57:2:2
350,dpfi,57,atom_h,3,20260818:4515:350:2:57:1:3
350,dpfi,57,atom_v,3,20260818:4515:350:2:57:2:3
350,dpfi,57,atom_h,4,20260818:4515:350:2:57:1:4
350,dpfi,57,atom_v,4,20260818:4515:350:2:57:2:4
350,dpfi,57,atom_h,5,20260818:4515:350:2:57:1:5
350,dpfi,57,atom_v,5,20260818:4515:350:2:57:2:5
350,dpfi,57,atom_h,6,20260818:4515:350:2:57:1:6
350,dpfi,57,atom_v,6,20260818:4515:350:2:57:2:6
350,dpfi,57,atom_h,7,20260818:4515:350:2:57:1:7
350,dpfi,57,atom_v,7,20260818:4515:350:2:57:2:7
350,dpfi,57,atom_h,8,20260818:4515:350:2:57:1:8
350,dpfi,57,atom_v,8,20260818:4515:350:2:57:2:8
350,dpfi,57,atom_h,9,20260818:4515:350:2:57:1:9
350,dpfi,57,atom_v,9,20260818:4515:350:2:57:2:9
350,dpfi,57,atom_h,10,20260818:4515:350:2:57:1:10
350,dpfi,57,atom_v,10,20260818:4515:350:2:57:2:10
350,dpfi,57,atom_h,11,20260818:4515:350:2:57:1:11
350,dpfi,57,atom_v,11,20260818:4515:350:2:57:2:11
350,dpfi,57,atom_h,12,20260818:4515:350:2:57:1:12
350,dpfi,57,atom_v,12,20260818:4515:350:2:57:2:12
350,dpfi,57,atom_h,13,20260818:4515:350:2:57:1:13
350,dpfi,57,atom_v,13,20260818:4515:350:2:57:2:13
350,dpfi,57,atom_h,14,20260818:4515:350:2:57:1:14
350,dpfi,57,atom_v,14,20260818:4515:350:2:57:2:14
350,dpfi,57,atom_h,15,20260818:4515:350:2:57:1:15
350,dpfi,57,atom_v,15,20260818:4515:350:2:57:2:15
350,dpfi,58,blank_h,0,20260818:4515:350:2:58:3:0
350,dpfi,58,blank_v,0,20260818:4515:350:2:58:4:0
350,dpfi,58,dark_h,0,20260818:4515:350:2:58:5:0
350,dpfi,58,dark_v,0,20260818:4515:350:2:58:6:0
350,dpfi,58,atom_h,1,20260818:4515:350:2:58:1:1
350,dpfi,58,atom_v,1,20260818:4515:350:2:58:2:1
350,dpfi,58,atom_h,2,20260818:4515:350:2:58:1:2
350,dpfi,58,atom_v,2,20260818:4515:350:2:58:2:2
350,dpfi,58,atom_h,3,20260818:4515:350:2:58:1:3
350,dpfi,58,atom_v,3,20260818:4515:350:2:58:2:3
350,dpfi,58,atom_h,4,20260818:4515:350:2:58:1:4
350,dpfi,58,atom_v,4,20260818:4515:350:2:58:2:4
350,dpfi,58,atom_h,5,20260818:4515:350:2:58:1:5
350,dpfi,58,atom_v,5,20260818:4515:350:2:58:2:5
350,dpfi,58,atom_h,6,20260818:4515:350:2:58:1:6
350,dpfi,58,atom_v,6,20260818:4515:350:2:58:2:6
350,dpfi,58,atom_h,7,20260818:4515:350:2:58:1:7
350,dpfi,58,atom_v,7,20260818:4515:350:2:58:2:7
350,dpfi,58,atom_h,8,20260818:4515:350:2:58:1:8
350,dpfi,58,atom_v,8,20260818:4515:350:2:58:2:8
350,dpfi,58,atom_h,9,20260818:4515:350:2:58:1:9
350,dpfi,58,atom_v,9,20260818:4515:350:2:58:2:9
350,dpfi,58,atom_h,10,20260818:4515:350:2:58:1:10
350,dpfi,58,atom_v,10,20260818:4515:350:2:58:2:10
350,dpfi,58,atom_h,11,20260818:4515:350:2:58:1:11
350,dpfi,58,atom_v,11,20260818:4515:350:2:58:2:11
350,dpfi,58,atom_h,12,20260818:4515:350:2:58:1:12
350,dpfi,58,atom_v,12,20260818:4515:350:2:58:2:12
350,dpfi,58,atom_h,13,20260818:4515:350:2:58:1:13
350,dpfi,58,atom_v,13,20260818:4515:350:2:58:2:13
350,dpfi,58,atom_h,14,20260818:4515:350:2:58:1:14
350,dpfi,58,atom_v,14,20260818:4515:350:2:58:2:14
350,dpfi,58,atom_h,15,20260818:4515:350:2:58:1:15
350,dpfi,58,atom_v,15,20260818:4515:350:2:58:2:15
350,dpfi,59,blank_h,0,20260818:4515:350:2:59:3:0
350,dpfi,59,blank_v,0,20260818:4515:350:2:59:4:0
350,dpfi,59,dark_h,0,20260818:4515:350:2:59:5:0
350,dpfi,59,dark_v,0,20260818:4515:350:2:59:6:0
350,dpfi,59,atom_h,1,20260818:4515:350:2:59:1:1
350,dpfi,59,atom_v,1,20260818:4515:350:2:59:2:1
350,dpfi,59,atom_h,2,20260818:4515:350:2:59:1:2
350,dpfi,59,atom_v,2,20260818:4515:350:2:59:2:2
350,dpfi,59,atom_h,3,20260818:4515:350:2:59:1:3
350,dpfi,59,atom_v,3,20260818:4515:350:2:59:2:3
350,dpfi,59,atom_h,4,20260818:4515:350:2:59:1:4
350,dpfi,59,atom_v,4,20260818:4515:350:2:59:2:4
350,dpfi,59,atom_h,5,20260818:4515:350:2:59:1:5
350,dpfi,59,atom_v,5,20260818:4515:350:2:59:2:5
350,dpfi,59,atom_h,6,20260818:4515:350:2:59:1:6
350,dpfi,59,atom_v,6,20260818:4515:350:2:59:2:6
350,dpfi,59,atom_h,7,20260818:4515:350:2:59:1:7
350,dpfi,59,atom_v,7,20260818:4515:350:2:59:2:7
350,dpfi,59,atom_h,8,20260818:4515:350:2:59:1:8
350,dpfi,59,atom_v,8,20260818:4515:350:2:59:2:8
350,dpfi,59,atom_h,9,20260818:4515:350:2:59:1:9
350,dpfi,59,atom_v,9,20260818:4515:350:2:59:2:9
350,dpfi,59,atom_h,10,20260818:4515:350:2:59:1:10
350,dpfi,59,atom_v,10,20260818:4515:350:2:59:2:10
350,dpfi,59,atom_h,11,20260818:4515:350:2:59:1:11
350,dpfi,59,atom_v,11,20260818:4515:350:2:59:2:11
350,dpfi,59,atom_h,12,20260818:4515:350:2:59:1:12
350,dpfi,59,atom_v,12,20260818:4515:350:2:59:2:12
350,dpfi,59,atom_h,13,20260818:4515:350:2:59:1:13
350,dpfi,59,atom_v,13,20260818:4515:350:2:59:2:13
350,dpfi,59,atom_h,14,20260818:4515:350:2:59:1:14
350,dpfi,59,atom_v,14,20260818:4515:350:2:59:2:14
350,dpfi,59,atom_h,15,20260818:4515:350:2:59:1:15
350,dpfi,59,atom_v,15,20260818:4515:350:2:59:2:15
350,dpfi,60,blank_h,0,20260818:4515:350:2:60:3:0
350,dpfi,60,blank_v,0,20260818:4515:350:2:60:4:0
350,dpfi,60,dark_h,0,20260818:4515:350:2:60:5:0
350,dpfi,60,dark_v,0,20260818:4515:350:2:60:6:0
350,dpfi,60,atom_h,1,20260818:4515:350:2:60:1:1
350,dpfi,60,atom_v,1,20260818:4515:350:2:60:2:1
350,dpfi,60,atom_h,2,20260818:4515:350:2:60:1:2
350,dpfi,60,atom_v,2,20260818:4515:350:2:60:2:2
350,dpfi,60,atom_h,3,20260818:4515:350:2:60:1:3
350,dpfi,60,atom_v,3,20260818:4515:350:2:60:2:3
350,dpfi,60,atom_h,4,20260818:4515:350:2:60:1:4
350,dpfi,60,atom_v,4,20260818:4515:350:2:60:2:4
350,dpfi,60,atom_h,5,20260818:4515:350:2:60:1:5
350,dpfi,60,atom_v,5,20260818:4515:350:2:60:2:5
350,dpfi,60,atom_h,6,20260818:4515:350:2:60:1:6
350,dpfi,60,atom_v,6,20260818:4515:350:2:60:2:6
350,dpfi,60,atom_h,7,20260818:4515:350:2:60:1:7
350,dpfi,60,atom_v,7,20260818:4515:350:2:60:2:7
350,dpfi,60,atom_h,8,20260818:4515:350:2:60:1:8
350,dpfi,60,atom_v,8,20260818:4515:350:2:60:2:8
350,dpfi,60,atom_h,9,20260818:4515:350:2:60:1:9
350,dpfi,60,atom_v,9,20260818:4515:350:2:60:2:9
350,dpfi,60,atom_h,10,20260818:4515:350:2:60:1:10
350,dpfi,60,atom_v,10,20260818:4515:350:2:60:2:10
350,dpfi,60,atom_h,11,20260818:4515:350:2:60:1:11
350,dpfi,60,atom_v,11,20260818:4515:350:2:60:2:11
350,dpfi,60,atom_h,12,20260818:4515:350:2:60:1:12
350,dpfi,60,atom_v,12,20260818:4515:350:2:60:2:12
350,dpfi,60,atom_h,13,20260818:4515:350:2:60:1:13
350,dpfi,60,atom_v,13,20260818:4515:350:2:60:2:13
350,dpfi,60,atom_h,14,20260818:4515:350:2:60:1:14
350,dpfi,60,atom_v,14,20260818:4515:350:2:60:2:14
350,dpfi,60,atom_h,15,20260818:4515:350:2:60:1:15
350,dpfi,60,atom_v,15,20260818:4515:350:2:60:2:15
350,dpfi,61,blank_h,0,20260818:4515:350:2:61:3:0
350,dpfi,61,blank_v,0,20260818:4515:350:2:61:4:0
350,dpfi,61,dark_h,0,20260818:4515:350:2:61:5:0
350,dpfi,61,dark_v,0,20260818:4515:350:2:61:6:0
350,dpfi,61,atom_h,1,20260818:4515:350:2:61:1:1
350,dpfi,61,atom_v,1,20260818:4515:350:2:61:2:1
350,dpfi,61,atom_h,2,20260818:4515:350:2:61:1:2
350,dpfi,61,atom_v,2,20260818:4515:350:2:61:2:2
350,dpfi,61,atom_h,3,20260818:4515:350:2:61:1:3
350,dpfi,61,atom_v,3,20260818:4515:350:2:61:2:3
350,dpfi,61,atom_h,4,20260818:4515:350:2:61:1:4
350,dpfi,61,atom_v,4,20260818:4515:350:2:61:2:4
350,dpfi,61,atom_h,5,20260818:4515:350:2:61:1:5
350,dpfi,61,atom_v,5,20260818:4515:350:2:61:2:5
